azonosító	vendégazonosító	menüazonosító	dátum	desszert	érkezés	távozás
1031	102	D	2020.10.20	0	12:28:44	12:43:58
1032	31	C	2020.10.02	0	13:10:40	13:25:45
1033	8	D	2020.10.13	1	13:17:03	13:29:21
1034	61	A	2020.10.19	0	12:33:40	12:46:11
1035	153	B	2020.10.09	0	12:59:17	13:14:57
1036	172	C	2020.10.08	0	12:46:29	12:58:56
1037	67	B	2020.10.19	0	12:49:05	13:02:35
1038	85	B	2020.10.20	1	13:26:24	13:39:37
1039	8	D	2020.10.01	0	13:18:15	13:31:47
1040	108	C	2020.10.02	1	12:13:23	12:26:08
1041	83	C	2020.10.19	0	13:34:43	13:48:59
1042	96	B	2020.10.05	0	12:49:53	13:02:07
1043	174	A	2020.10.13	1	14:08:03	14:22:30
1044	33	A	2020.10.13	1	13:44:56	13:58:40
1045	50	B	2020.10.07	1	13:45:53	14:00:05
1046	68	C	2020.10.13	1	13:21:13	13:37:14
1047	59	A	2020.10.12	0	13:49:52	14:05:31
1048	89	D	2020.10.12	0	12:41:19	12:56:36
1049	76	A	2020.10.09	1	13:13:59	13:26:29
1050	81	C	2020.10.02	0	12:51:46	13:04:50
1051	157	D	2020.10.07	0	12:54:15	13:07:17
1052	36	D	2020.10.28	0	14:03:03	14:17:57
1053	146	A	2020.10.05	1	12:05:40	12:19:36
1054	87	A	2020.10.07	1	12:12:19	12:25:05
1055	133	A	2020.10.08	1	11:43:47	11:57:21
1056	196	C	2020.10.02	1	12:46:52	12:59:10
1057	135	C	2020.10.05	0	13:21:58	13:37:07
1058	112	A	2020.10.26	0	12:59:27	13:13:58
1059	61	A	2020.10.07	0	12:49:45	13:05:10
1060	87	B	2020.10.02	1	11:50:38	12:04:36
1061	132	C	2020.10.09	1	12:06:55	12:20:59
1062	47	B	2020.10.09	1	12:48:19	13:01:12
1063	102	D	2020.10.21	0	12:20:40	12:35:50
1064	175	A	2020.10.12	1	13:41:08	13:54:37
1065	40	C	2020.10.19	1	12:07:27	12:22:39
1066	187	B	2020.10.07	0	12:13:13	12:25:21
1067	75	B	2020.10.27	0	11:45:21	11:57:25
1068	40	A	2020.10.14	0	11:41:21	11:55:14
1069	184	C	2020.10.29	1	12:28:21	12:44:00
1070	92	C	2020.10.09	1	12:28:55	12:44:40
1071	67	A	2020.10.20	1	13:05:50	13:18:36
1072	61	C	2020.10.05	0	12:34:55	12:48:20
1073	175	B	2020.10.27	1	13:35:35	13:49:20
1074	56	A	2020.10.28	1	13:19:15	13:34:40
1075	98	A	2020.10.12	0	12:39:02	12:51:23
1076	152	B	2020.10.28	1	14:12:20	14:27:51
1077	75	B	2020.10.29	0	11:49:27	12:04:21
1078	128	C	2020.10.29	1	11:47:48	12:00:56
1079	75	C	2020.10.12	0	11:45:24	11:58:42
1080	140	C	2020.10.02	1	14:12:24	14:24:29
1081	96	A	2020.10.28	0	12:43:27	12:56:07
1082	134	B	2020.10.30	0	13:28:10	13:43:41
1083	94	A	2020.10.02	0	13:04:38	13:19:50
1084	52	C	2020.10.26	1	13:36:11	13:50:57
1085	80	B	2020.10.16	1	13:39:16	13:51:24
1086	187	A	2020.10.16	0	11:51:36	12:03:40
1087	28	B	2020.10.29	1	13:00:22	13:13:06
1088	42	A	2020.10.19	1	13:38:12	13:51:24
1089	192	C	2020.10.14	1	13:50:37	14:03:19
1090	44	B	2020.10.22	1	13:00:46	13:12:57
1091	32	C	2020.10.15	1	11:44:44	11:57:32
1092	173	A	2020.10.15	1	13:30:17	13:46:14
1093	153	A	2020.10.26	1	13:02:15	13:18:11
1094	111	A	2020.10.16	0	12:46:55	12:59:22
1095	105	A	2020.10.26	0	13:37:20	13:52:11
1096	158	B	2020.10.16	0	13:03:22	13:19:03
1097	156	B	2020.10.08	1	13:09:41	13:23:53
1098	158	C	2020.10.27	0	13:09:16	13:24:10
1099	196	B	2020.10.13	0	13:05:33	13:18:20
1100	126	D	2020.10.13	1	13:08:29	13:20:32
1101	98	A	2020.10.01	1	12:23:13	12:38:22
1102	133	B	2020.10.21	0	11:35:29	11:50:14
1103	182	C	2020.10.16	0	12:11:49	12:25:33
1104	26	C	2020.10.09	1	13:04:49	13:18:01
1105	140	A	2020.10.21	0	14:02:28	14:18:12
1106	130	C	2020.10.07	0	13:36:14	13:48:23
1107	80	B	2020.10.05	0	13:35:20	13:48:35
1108	57	C	2020.10.08	0	11:55:41	12:09:08
1109	91	A	2020.10.14	1	12:30:08	12:45:38
1110	196	B	2020.10.16	1	13:46:33	14:00:54
1111	94	C	2020.10.22	0	12:52:47	13:07:51
1112	77	C	2020.10.07	0	13:17:33	13:30:48
1113	81	A	2020.10.07	1	12:58:17	13:12:32
1114	94	A	2020.10.20	0	13:06:23	13:21:37
1115	15	B	2020.10.08	0	13:05:57	13:19:15
1116	22	D	2020.10.27	1	11:51:07	12:05:28
1117	119	C	2020.10.30	0	13:28:28	13:40:58
1118	196	A	2020.10.30	0	12:44:08	12:59:18
1119	28	A	2020.10.30	1	13:22:14	13:37:02
1120	197	D	2020.10.30	1	13:48:41	14:03:53
1121	15	C	2020.10.02	0	13:02:56	13:15:07
1122	53	C	2020.10.12	0	13:41:29	13:57:32
1123	96	A	2020.10.21	0	13:34:34	13:49:06
1124	135	A	2020.10.01	0	13:44:07	13:56:07
1125	35	A	2020.10.01	1	13:25:21	13:37:43
1126	17	D	2020.10.08	1	13:24:15	13:38:18
1127	169	C	2020.10.12	1	13:47:25	13:59:31
1128	169	C	2020.10.28	0	13:01:00	13:15:09
1129	1	C	2020.10.07	1	13:11:04	13:23:06
1130	88	A	2020.10.12	1	12:35:13	12:49:51
1131	99	C	2020.10.16	0	13:48:44	14:04:52
1132	145	B	2020.10.07	1	11:45:12	11:58:33
1133	91	C	2020.10.13	0	12:33:52	12:47:58
1134	71	C	2020.10.05	1	13:26:27	13:41:07
1135	9	C	2020.10.12	0	13:55:34	14:08:11
1136	170	B	2020.10.30	1	12:51:36	13:06:21
1137	26	A	2020.10.21	0	12:57:53	13:12:23
1138	39	C	2020.10.15	0	13:49:45	14:05:44
1139	42	B	2020.10.26	0	13:33:17	13:45:22
1140	143	B	2020.10.29	1	13:01:55	13:16:16
1141	96	C	2020.10.27	0	12:44:50	12:59:16
1142	37	C	2020.10.21	0	12:05:19	12:18:18
1143	54	C	2020.10.09	0	13:58:10	14:11:54
1144	93	C	2020.10.15	0	12:48:15	13:02:30
1145	79	C	2020.10.01	0	13:40:40	13:54:20
1146	147	C	2020.10.16	1	11:55:55	12:09:13
1147	188	C	2020.10.29	0	12:30:24	12:44:46
1148	76	C	2020.10.30	1	13:03:57	13:17:10
1149	78	A	2020.10.27	0	12:41:42	12:54:42
1150	56	B	2020.10.14	1	13:06:15	13:19:14
1151	176	B	2020.10.30	0	14:03:28	14:16:11
1152	108	B	2020.10.19	1	12:37:04	12:49:38
1153	98	A	2020.10.16	1	12:07:54	12:23:31
1154	97	A	2020.10.01	0	12:59:37	13:15:16
1155	87	C	2020.10.15	1	11:53:49	12:07:42
1156	6	C	2020.10.20	1	13:48:57	14:03:10
1157	103	B	2020.10.21	1	12:34:53	12:47:26
1158	178	B	2020.10.06	1	12:14:16	12:28:31
1159	50	A	2020.10.06	0	13:43:12	13:57:13
1160	17	D	2020.10.15	0	12:47:05	13:01:47
1161	31	B	2020.10.21	1	13:15:58	13:28:57
1162	1	A	2020.10.02	1	13:44:58	14:00:48
1163	26	B	2020.10.30	0	12:58:58	13:13:15
1164	180	A	2020.10.20	1	13:16:11	13:30:02
1165	79	B	2020.10.16	0	13:14:06	13:27:22
1166	193	C	2020.10.15	1	12:55:20	13:10:06
1167	61	B	2020.10.30	0	12:46:21	12:58:45
1168	147	A	2020.10.02	0	11:53:08	12:07:04
1169	8	D	2020.10.09	1	13:08:49	13:22:19
1170	8	D	2020.10.07	0	13:33:07	13:48:45
1171	39	B	2020.10.05	0	13:44:15	13:59:37
1172	106	B	2020.10.19	1	13:47:24	14:02:25
1173	99	B	2020.10.07	1	13:55:46	14:08:23
1174	146	A	2020.10.07	1	11:32:43	11:46:28
1175	41	C	2020.10.22	0	14:06:24	14:19:12
1176	20	B	2020.10.26	1	13:22:07	13:34:37
1177	2	A	2020.10.20	1	11:56:51	12:10:33
1178	165	A	2020.10.05	0	14:00:14	14:12:36
1179	101	C	2020.10.15	1	14:08:09	14:21:30
1180	1	B	2020.10.13	1	13:40:56	13:54:05
1181	100	A	2020.10.07	1	13:09:24	13:22:47
1182	82	D	2020.10.16	0	13:17:58	13:29:59
1183	122	C	2020.10.16	0	13:25:55	13:39:07
1184	108	B	2020.10.22	0	12:22:14	12:37:51
1185	125	A	2020.10.29	0	13:01:20	13:14:04
1186	114	C	2020.10.13	0	13:43:28	13:55:59
1187	128	C	2020.10.20	0	12:16:21	12:30:02
1188	143	A	2020.10.05	1	13:23:07	13:38:16
1189	42	B	2020.10.22	0	13:13:07	13:26:41
1190	47	A	2020.10.20	1	12:59:58	13:12:22
1191	13	B	2020.10.12	0	13:19:45	13:32:16
1192	109	C	2020.10.01	0	13:13:22	13:26:07
1193	177	A	2020.10.15	1	13:32:44	13:47:25
1194	108	A	2020.10.14	1	12:07:21	12:20:26
1195	20	A	2020.10.20	1	13:14:19	13:26:47
1196	97	B	2020.10.16	1	13:32:25	13:45:08
1197	137	A	2020.10.12	0	12:40:36	12:55:30
1198	99	B	2020.10.27	0	13:19:56	13:32:08
1199	151	B	2020.10.14	0	12:53:19	13:09:04
1200	26	C	2020.10.14	0	14:05:30	14:18:08
1201	137	C	2020.10.21	1	12:49:44	13:04:45
1202	153	B	2020.10.29	1	13:09:22	13:23:58
1203	70	C	2020.10.13	1	13:23:46	13:36:10
1204	175	C	2020.10.13	1	13:44:08	13:59:47
1205	165	A	2020.10.22	1	14:13:46	14:29:53
1206	170	B	2020.10.02	0	12:35:56	12:51:27
1207	173	A	2020.10.09	0	13:09:43	13:22:01
1208	188	B	2020.10.28	1	11:58:13	12:13:13
1209	177	A	2020.10.14	1	13:44:28	13:59:55
1210	7	A	2020.10.21	1	13:10:23	13:25:17
1211	47	C	2020.10.08	1	12:28:20	12:43:16
1212	163	B	2020.10.09	0	13:21:34	13:36:26
1213	162	A	2020.10.05	0	12:57:57	13:10:49
1214	95	B	2020.10.02	0	12:18:53	12:32:45
1215	5	B	2020.10.16	0	13:18:23	13:32:16
1216	91	B	2020.10.07	1	13:10:22	13:25:10
1217	18	C	2020.10.30	0	13:38:10	13:52:42
1218	48	B	2020.10.22	0	12:13:38	12:27:10
1219	139	C	2020.10.12	0	13:03:38	13:18:27
1220	141	C	2020.10.20	0	13:18:15	13:32:46
1221	4	D	2020.10.07	0	13:15:15	13:28:09
1222	3	B	2020.10.08	0	12:49:25	13:02:39
1223	194	B	2020.10.07	1	12:48:12	13:00:44
1224	128	B	2020.10.07	1	12:18:02	12:31:23
1225	89	D	2020.10.02	1	12:54:47	13:07:12
1226	14	B	2020.10.27	0	12:41:12	12:53:47
1227	95	A	2020.10.08	1	12:39:54	12:54:03
1228	29	A	2020.10.21	1	13:29:41	13:41:55
1229	133	C	2020.10.12	1	11:49:19	12:02:59
1230	58	C	2020.10.20	1	12:23:26	12:38:52
1231	112	C	2020.10.06	1	13:01:57	13:16:51
1232	112	C	2020.10.20	0	13:03:57	13:18:22
1233	119	D	2020.10.09	0	13:35:05	13:47:09
1234	60	A	2020.10.05	0	11:54:32	12:07:43
1235	160	D	2020.10.19	1	11:57:47	12:13:11
1236	122	C	2020.10.19	0	12:40:16	12:52:36
1237	53	B	2020.10.22	0	13:13:04	13:26:54
1238	11	A	2020.10.30	1	13:45:33	14:01:29
1239	52	A	2020.10.02	0	12:50:07	13:02:11
1240	26	A	2020.10.13	1	12:58:11	13:13:40
1241	22	D	2020.10.26	1	12:04:04	12:18:44
1242	150	C	2020.10.26	0	14:01:23	14:16:22
1243	99	B	2020.10.05	0	14:08:37	14:24:33
1244	15	C	2020.10.21	1	12:55:07	13:08:21
1245	69	B	2020.10.30	0	13:47:39	13:59:40
1246	147	C	2020.10.29	0	12:12:32	12:26:46
1247	61	B	2020.10.26	1	12:27:25	12:42:10
1248	73	D	2020.10.12	1	13:11:27	13:25:56
1249	105	C	2020.10.30	1	13:21:16	13:35:46
1250	69	B	2020.10.08	0	13:57:22	14:09:40
1251	92	A	2020.10.13	0	12:27:19	12:40:44
1252	71	A	2020.10.13	0	13:19:11	13:31:49
1253	184	C	2020.10.19	0	11:49:29	12:02:00
1254	3	A	2020.10.26	0	12:33:10	12:45:41
1255	71	A	2020.10.30	1	13:31:39	13:45:23
1256	162	B	2020.10.01	1	13:16:17	13:30:05
1257	37	B	2020.10.15	0	12:09:17	12:24:41
1258	69	C	2020.10.14	0	14:01:19	14:16:30
1259	189	A	2020.10.14	0	13:28:53	13:43:15
1260	196	B	2020.10.05	0	13:36:56	13:52:17
1261	45	C	2020.10.27	0	12:55:46	13:11:13
1262	25	A	2020.10.21	1	13:19:51	13:35:16
1263	56	A	2020.10.21	1	13:08:23	13:21:17
1264	183	C	2020.10.09	1	12:51:48	13:04:30
1265	115	C	2020.10.09	0	12:52:59	13:07:46
1266	84	B	2020.10.30	0	11:56:16	12:10:28
1267	3	A	2020.10.21	1	12:44:50	12:57:46
1268	34	A	2020.10.13	1	12:51:54	13:07:15
1269	85	B	2020.10.07	1	13:17:08	13:30:47
1270	117	A	2020.10.02	1	13:31:20	13:44:38
1271	95	C	2020.10.12	0	12:44:52	12:59:00
1272	167	B	2020.10.20	0	13:58:45	14:11:19
1273	150	C	2020.10.08	1	13:39:08	13:54:08
1274	177	C	2020.10.07	0	13:45:25	13:57:54
1275	130	A	2020.10.15	0	13:30:59	13:43:13
1276	175	B	2020.10.20	1	13:35:52	13:50:36
1277	176	B	2020.10.15	1	14:14:13	14:29:36
1278	24	B	2020.10.26	1	12:54:00	13:09:32
1279	20	A	2020.10.21	1	13:17:16	13:31:14
1280	144	B	2020.10.27	0	13:23:25	13:39:18
1281	154	A	2020.10.01	0	14:07:02	14:20:08
1282	34	A	2020.10.26	0	13:09:05	13:22:16
1283	45	C	2020.10.15	1	12:58:12	13:13:04
1284	59	C	2020.10.20	0	14:04:23	14:20:13
1285	182	A	2020.10.19	0	12:13:02	12:26:35
1286	133	B	2020.10.19	0	11:42:48	11:57:00
1287	183	B	2020.10.16	0	12:51:40	13:04:03
1288	93	C	2020.10.14	0	12:59:46	13:13:01
1289	177	A	2020.10.19	1	13:49:14	14:03:08
1290	118	C	2020.10.27	1	12:17:39	12:30:16
1291	164	C	2020.10.14	1	12:28:52	12:41:09
1292	135	C	2020.10.21	1	13:20:18	13:36:22
1293	113	A	2020.10.26	0	12:28:06	12:40:37
1294	101	B	2020.10.29	1	13:25:54	13:39:50
1295	122	B	2020.10.22	0	12:21:04	12:35:04
1296	109	A	2020.10.15	1	12:58:28	13:10:33
1297	56	C	2020.10.12	0	13:21:00	13:36:01
1298	99	A	2020.10.12	0	13:40:46	13:56:15
1299	100	C	2020.10.01	0	12:50:38	13:05:42
1300	143	A	2020.10.26	1	13:38:51	13:54:10
1301	58	B	2020.10.13	1	12:24:38	12:38:23
1302	31	C	2020.10.28	0	13:14:39	13:30:31
1303	105	C	2020.10.16	0	13:39:35	13:53:42
1304	105	C	2020.10.05	1	13:31:25	13:44:24
1305	34	A	2020.10.27	1	12:59:34	13:15:27
1306	16	C	2020.10.29	1	13:03:22	13:16:11
1307	24	A	2020.10.05	0	12:38:40	12:52:53
1308	170	B	2020.10.26	0	12:41:30	12:57:02
1309	21	A	2020.10.12	1	12:32:09	12:47:35
1310	197	D	2020.10.16	0	13:42:41	13:56:57
1311	17	D	2020.10.28	1	12:34:53	12:49:49
1312	98	C	2020.10.02	1	12:42:17	12:57:45
1313	143	C	2020.10.27	1	13:30:46	13:46:27
1314	104	B	2020.10.26	0	12:38:11	12:52:24
1315	168	A	2020.10.19	1	13:12:05	13:25:10
1316	88	B	2020.10.13	1	12:40:39	12:52:57
1317	6	B	2020.10.28	0	13:48:24	14:03:11
1318	65	A	2020.10.20	0	13:40:46	13:55:35
1319	99	B	2020.10.30	0	14:09:30	14:22:32
1320	101	B	2020.10.12	1	13:27:09	13:41:12
1321	112	C	2020.10.21	0	12:45:40	12:59:35
1322	79	C	2020.10.13	0	13:07:15	13:21:27
1323	16	B	2020.10.26	0	13:12:35	13:28:16
1324	3	A	2020.10.01	0	12:29:14	12:42:44
1325	42	C	2020.10.16	0	12:40:41	12:54:15
1326	150	C	2020.10.27	1	13:57:11	14:11:16
1327	107	C	2020.10.16	1	13:38:14	13:51:20
1328	163	B	2020.10.19	0	13:40:42	13:55:47
1329	88	C	2020.10.20	1	12:30:27	12:45:03
1330	161	B	2020.10.02	0	14:35:16	14:51:27
1331	156	A	2020.10.01	1	13:15:36	13:27:42
1332	16	A	2020.10.12	1	13:36:05	13:48:18
1333	155	A	2020.10.06	0	13:52:11	14:08:12
1334	79	B	2020.10.20	1	12:48:20	13:04:00
1335	14	A	2020.10.30	1	13:48:58	14:02:03
1336	153	A	2020.10.01	1	12:49:19	13:02:52
1337	187	B	2020.10.01	1	12:18:08	12:33:19
1338	197	D	2020.10.14	1	13:45:11	13:59:48
1339	174	B	2020.10.05	1	13:43:58	13:57:26
1340	170	C	2020.10.28	1	12:30:15	12:45:23
1341	119	D	2020.10.05	0	13:47:16	13:59:42
1342	101	B	2020.10.20	0	13:20:00	13:35:18
1343	154	B	2020.10.05	0	13:49:58	14:05:21
1344	183	B	2020.10.13	1	12:35:47	12:50:58
1345	155	A	2020.10.30	1	13:47:11	14:02:49
1346	172	C	2020.10.29	0	12:00:37	12:13:24
1347	51	B	2020.10.22	0	13:35:42	13:48:41
1348	25	A	2020.10.26	0	14:02:16	14:14:49
1349	30	B	2020.10.15	0	13:09:12	13:24:28
1350	70	B	2020.10.15	0	13:29:27	13:44:49
1351	102	D	2020.10.06	0	12:34:27	12:48:21
1352	109	C	2020.10.06	0	13:02:39	13:17:45
1353	152	B	2020.10.16	1	14:31:39	14:46:09
1354	110	A	2020.10.21	0	13:08:43	13:23:21
1355	92	C	2020.10.20	0	12:34:36	12:48:32
1356	68	C	2020.10.07	0	13:32:36	13:45:04
1357	118	B	2020.10.09	1	13:01:52	13:15:46
1358	164	D	2020.10.15	1	12:42:50	12:57:01
1359	72	C	2020.10.08	0	13:05:14	13:20:43
1360	185	B	2020.10.05	0	13:00:59	13:15:38
1361	197	D	2020.10.21	1	13:27:09	13:40:36
1362	186	A	2020.10.14	1	12:22:35	12:37:01
1363	34	A	2020.10.22	0	12:44:08	12:57:53
1364	3	A	2020.10.19	1	12:40:32	12:53:49
1365	126	D	2020.10.27	0	13:44:35	13:56:57
1366	25	A	2020.10.12	0	14:02:52	14:18:35
1367	162	B	2020.10.29	0	12:56:51	13:12:23
1368	23	C	2020.10.12	1	12:35:44	12:50:43
1369	55	B	2020.10.02	0	13:05:59	13:21:45
1370	187	C	2020.10.19	1	11:54:53	12:07:29
1371	174	A	2020.10.29	1	14:02:25	14:17:39
1372	193	B	2020.10.19	0	12:44:07	12:57:17
1373	55	D	2020.10.01	1	13:49:06	14:03:59
1374	84	A	2020.10.22	0	11:48:16	12:01:27
1375	2	B	2020.10.07	0	12:03:10	12:18:33
1376	148	B	2020.10.16	1	11:52:31	12:05:11
1377	7	A	2020.10.05	1	13:00:10	13:13:41
1378	162	C	2020.10.21	0	13:41:02	13:54:27
1379	119	C	2020.10.21	0	13:30:28	13:43:58
1380	95	B	2020.10.26	1	12:53:50	13:07:35
1381	177	B	2020.10.28	0	13:52:20	14:06:07
1382	2	A	2020.10.21	0	12:03:02	12:15:10
1383	29	A	2020.10.22	1	13:46:26	13:59:59
1384	180	B	2020.10.14	1	12:49:27	13:04:05
1385	47	A	2020.10.05	0	12:28:43	12:42:56
1386	91	A	2020.10.09	0	13:22:44	13:37:56
1387	81	B	2020.10.21	0	13:09:22	13:22:00
1388	23	C	2020.10.22	1	13:34:34	13:48:50
1389	32	B	2020.10.26	1	12:43:32	12:58:09
1390	30	D	2020.10.02	0	13:39:02	13:54:45
1391	13	C	2020.10.27	0	12:57:14	13:10:01
1392	60	A	2020.10.20	0	11:37:39	11:53:06
1393	11	C	2020.10.19	0	13:18:05	13:30:16
1394	167	C	2020.10.19	1	14:06:41	14:19:04
1395	120	C	2020.10.07	0	13:14:30	13:27:37
1396	41	C	2020.10.16	1	13:34:01	13:46:37
1397	127	B	2020.10.20	0	12:44:45	12:56:45
1398	126	D	2020.10.12	0	13:29:41	13:42:15
1399	70	C	2020.10.29	1	12:38:10	12:51:41
1400	84	A	2020.10.05	1	11:50:51	12:03:26
1401	18	A	2020.10.14	1	12:54:10	13:06:20
1402	75	A	2020.10.01	1	11:41:18	11:54:45
1403	10	B	2020.10.30	0	11:59:55	12:15:07
1404	70	A	2020.10.22	0	12:56:58	13:10:55
1405	91	B	2020.10.28	0	12:35:03	12:47:55
1406	127	D	2020.10.02	0	12:19:12	12:32:40
1407	100	C	2020.10.26	1	13:00:39	13:16:22
1408	118	A	2020.10.30	0	12:00:22	12:14:44
1409	175	A	2020.10.09	0	13:23:32	13:38:25
1410	166	B	2020.10.01	0	13:47:26	14:00:43
1411	2	C	2020.10.19	0	11:57:48	12:13:25
1412	123	A	2020.10.08	0	13:07:36	13:23:21
1413	81	A	2020.10.28	1	13:24:08	13:37:08
1414	71	C	2020.10.01	1	13:00:10	13:12:59
1415	2	C	2020.10.02	1	12:27:11	12:39:48
1416	26	B	2020.10.20	0	13:06:25	13:19:32
1417	124	A	2020.10.30	1	12:58:32	13:13:37
1418	120	C	2020.10.05	1	13:50:32	14:03:57
1419	178	B	2020.10.01	0	12:48:54	13:01:02
1420	34	A	2020.10.20	0	12:41:39	12:54:25
1421	153	C	2020.10.19	0	12:57:52	13:13:16
1422	121	A	2020.10.14	0	13:37:58	13:51:32
1423	1	A	2020.10.09	0	12:53:49	13:06:22
1424	100	C	2020.10.28	1	13:23:22	13:36:05
1425	23	C	2020.10.13	1	12:53:09	13:05:32
1426	58	A	2020.10.22	0	12:32:49	12:48:10
1427	130	C	2020.10.29	0	13:57:22	14:10:56
1428	120	A	2020.10.30	0	13:00:07	13:13:43
1429	64	C	2020.10.16	0	13:08:33	13:24:28
1430	197	D	2020.10.15	1	13:37:38	13:53:27
1431	24	A	2020.10.08	1	12:56:44	13:08:51
1432	10	B	2020.10.21	1	11:47:37	12:01:04
1433	61	A	2020.10.02	0	12:34:34	12:48:24
1434	68	A	2020.10.29	0	13:13:06	13:26:54
1435	12	B	2020.10.12	0	11:49:21	12:03:47
1436	181	B	2020.10.02	0	12:37:22	12:53:00
1437	132	C	2020.10.05	0	12:34:02	12:49:36
1438	106	A	2020.10.30	0	13:40:04	13:55:06
1439	100	B	2020.10.08	1	13:33:55	13:46:41
1440	99	C	2020.10.28	1	13:27:52	13:42:19
1441	130	C	2020.10.14	1	13:58:59	14:12:52
1442	168	A	2020.10.12	1	13:02:25	13:16:36
1443	45	A	2020.10.14	0	12:44:52	12:57:41
1444	125	B	2020.10.20	0	13:30:04	13:43:47
1445	74	A	2020.10.06	0	12:55:45	13:10:54
1446	137	C	2020.10.19	0	12:50:29	13:04:10
1447	143	C	2020.10.01	0	13:09:49	13:24:41
1448	35	A	2020.10.29	0	13:12:50	13:26:13
1449	21	C	2020.10.05	1	11:55:31	12:09:48
1450	56	A	2020.10.02	0	13:37:29	13:49:49
1451	118	B	2020.10.14	1	12:46:22	13:00:15
1452	74	A	2020.10.13	0	13:34:50	13:50:25
1453	37	C	2020.10.13	0	12:30:28	12:43:01
1454	129	B	2020.10.02	0	13:03:09	13:17:27
1455	143	A	2020.10.12	1	12:55:22	13:07:43
1456	28	B	2020.10.20	0	12:48:35	13:01:43
1457	59	A	2020.10.05	0	13:39:56	13:55:55
1458	184	A	2020.10.12	1	12:07:05	12:20:53
1459	16	B	2020.10.01	1	13:32:36	13:48:25
1460	48	A	2020.10.14	0	11:42:49	11:56:45
1461	114	B	2020.10.29	0	13:29:38	13:44:40
1462	26	C	2020.10.06	0	13:14:14	13:29:23
1463	189	C	2020.10.13	0	13:15:07	13:28:28
1464	94	B	2020.10.30	1	13:31:55	13:44:06
1465	175	A	2020.10.22	1	13:26:16	13:38:30
1466	136	C	2020.10.26	1	13:48:28	14:04:10
1467	153	B	2020.10.12	0	13:05:27	13:17:50
1468	37	B	2020.10.26	0	12:01:26	12:16:56
1469	162	B	2020.10.22	0	13:12:41	13:26:27
1470	43	C	2020.10.30	1	13:08:32	13:20:48
1471	55	D	2020.10.08	1	13:43:08	13:57:05
1472	12	B	2020.10.20	0	12:00:14	12:12:20
1473	30	D	2020.10.01	0	13:06:08	13:19:28
1474	29	A	2020.10.09	0	13:48:07	14:00:09
1475	26	C	2020.10.28	0	14:04:57	14:20:51
1476	121	A	2020.10.07	1	14:09:26	14:25:20
1477	59	C	2020.10.09	0	13:39:55	13:53:04
1478	192	C	2020.10.09	0	13:08:15	13:21:53
1479	83	B	2020.10.13	1	13:37:11	13:53:17
1480	162	C	2020.10.02	1	13:15:34	13:30:52
1481	21	A	2020.10.29	1	12:27:21	12:41:30
1482	172	B	2020.10.28	0	12:08:43	12:23:32
1483	136	C	2020.10.09	0	13:27:55	13:41:30
1484	66	C	2020.10.16	1	13:39:37	13:52:57
1485	62	B	2020.10.06	1	12:03:27	12:18:37
1486	146	A	2020.10.27	0	11:46:16	12:01:39
1487	132	B	2020.10.01	0	12:29:49	12:43:08
1488	87	C	2020.10.06	1	11:41:07	11:53:16
1489	6	B	2020.10.29	0	12:55:54	13:09:05
1490	23	A	2020.10.15	1	13:29:58	13:45:05
1491	146	B	2020.10.30	1	11:38:15	11:51:57
1492	23	A	2020.10.30	0	13:10:11	13:23:35
1493	30	D	2020.10.29	0	13:49:11	14:02:53
1494	6	B	2020.10.16	1	13:53:21	14:08:01
1495	130	C	2020.10.28	0	13:29:30	13:42:01
1496	94	B	2020.10.05	1	13:05:38	13:19:21
1497	104	A	2020.10.09	0	12:13:58	12:27:40
1498	131	C	2020.10.15	0	13:28:34	13:41:31
1499	157	D	2020.10.01	0	13:20:11	13:32:13
1500	120	B	2020.10.20	0	13:15:05	13:27:45
1501	193	A	2020.10.21	0	12:54:56	13:06:57
1502	103	A	2020.10.02	1	12:20:17	12:32:17
1503	115	A	2020.10.01	1	12:44:59	12:57:34
1504	10	C	2020.10.12	0	11:40:40	11:54:49
1505	89	B	2020.10.07	0	12:46:16	12:59:09
1506	116	B	2020.10.01	0	13:08:30	13:22:34
1507	72	B	2020.10.29	0	12:49:22	13:04:47
1508	58	C	2020.10.27	1	12:52:17	13:06:36
1509	95	A	2020.10.19	0	12:20:01	12:32:11
1510	161	B	2020.10.29	1	13:50:35	14:04:53
1511	187	B	2020.10.15	0	12:17:35	12:30:58
1512	55	D	2020.10.19	1	13:32:52	13:45:47
1513	76	B	2020.10.02	1	12:36:29	12:51:36
1514	194	A	2020.10.14	1	12:31:00	12:44:21
1515	117	B	2020.10.08	0	13:31:55	13:45:14
1516	63	D	2020.10.26	1	13:44:12	14:00:13
1517	193	A	2020.10.16	0	12:40:05	12:54:48
1518	123	C	2020.10.16	1	12:36:47	12:52:29
1519	141	C	2020.10.12	0	13:46:16	13:59:46
1520	61	A	2020.10.12	0	12:34:22	12:49:09
1521	124	B	2020.10.28	0	13:01:15	13:14:21
1522	170	C	2020.10.13	1	12:30:53	12:43:19
1523	85	A	2020.10.16	0	13:03:41	13:16:37
1524	36	D	2020.10.14	1	13:40:11	13:52:45
1525	115	C	2020.10.06	1	13:10:24	13:24:36
1526	39	C	2020.10.20	1	14:17:48	14:33:37
1527	105	A	2020.10.09	1	13:16:49	13:31:06
1528	131	A	2020.10.30	1	14:02:20	14:18:20
