id	ügyfélid	típusid	bejelentés	befejezés	fizetés	idő	anyagár
874	7	5	2020.08.09	2020.08.10	2020.08.10	2	5600
875	58	5	2020.08.11	2020.08.12	2020.08.17	3	2500
876	62	2	2020.08.12	2020.08.16	2020.08.20	1	9200
877	66	3	2020.08.13	2020.08.14	2020.08.14	1	1300
878	38	4	2020.08.15	2020.08.18	2020.08.18	1	600
879	27	4	2020.08.17	2020.08.19	2020.08.20	3	400
880	44	6	2020.08.17	2020.08.19	2020.08.22	1	19900
881	135	6	2020.08.19	2020.08.21	2020.08.23	3	5300
882	123	3	2020.08.22	2020.08.24	2020.08.24	2	2500
883	149	5	2020.08.25	2020.08.29	2020.08.29	2	3500
884	45	2	2020.08.25	2020.08.29	2020.09.03	2	1500
885	34	1	2020.08.28	2020.08.31	2020.09.05	3	6100
886	138	5	2020.08.31	2020.09.03	2020.09.08	3	7400
887	37	6	2020.09.01	2020.09.05	2020.09.06	1	19800
888	85	1	2020.09.01	2020.09.05	2020.09.07	3	2600
889	41	6	2020.09.01	2020.09.03	2020.09.04	3	9800
890	137	5	2020.09.02	2020.09.07	2020.09.07	2	5600
891	164	4	2020.09.03	2020.09.04	2020.09.07	3	1700
892	15	6	2020.09.05	2020.09.09	2020.09.09	1	19000
893	136	1	2020.09.06	2020.09.07	2020.09.07	1	3300
894	169	1	2020.09.09	2020.09.12	2020.09.13	3	3500
895	88	1	2020.09.12	2020.09.13	2020.09.18	2	6500
896	145	3	2020.09.14	2020.09.17	2020.09.17	1	1300
897	77	6	2020.09.14	2020.09.16	2020.09.18	1	15800
898	145	1	2020.09.14	2020.09.16	2020.09.18	3	6900
899	122	6	2020.09.17	2020.09.19	2020.09.23	1	17800
900	10	3	2020.09.19	2020.09.21	2020.09.25	3	3100
901	190	1	2020.09.21	2020.09.24	2020.09.29	3	2300
902	110	5	2020.09.23	2020.09.25	2020.09.25	3	6000
903	123	2	2020.09.23	2020.09.27	2020.10.02	3	11100
904	46	4	2020.09.24	2020.09.25	2020.09.25	1	2000
905	173	6	2020.09.27	2020.09.30	2020.10.01	2	8600
906	167	1	2020.09.30	2020.10.01	2020.10.02	3	5700
907	159	5	2020.10.02	2020.10.06	2020.10.11	1	3300
908	98	5	2020.10.02	2020.10.08	2020.10.10	3	3600
909	118	3	2020.10.04	2020.10.07	2020.10.07	1	1600
910	109	2	2020.10.06	2020.10.07	2020.10.08	3	9900
911	89	5	2020.10.09	2020.10.15	2020.10.19	3	5000
912	148	6	2020.10.12	2020.10.15	2020.10.16	3	4300
913	68	4	2020.10.12	2020.10.14	2020.10.18	3	1000
914	187	6	2020.10.15	2020.10.21	2020.10.21	1	15000
915	77	1	2020.10.16	2020.10.21	2020.10.22	2	3300
916	86	1	2020.10.16	2020.10.19	2020.10.24	2	7700
917	132	3	2020.10.19	2020.10.22	2020.10.22	2	3900
918	50	4	2020.10.20	2020.10.21	2020.10.26	1	2000
919	66	3	2020.10.23	2020.10.26	2020.10.29	2	1200
920	25	4	2020.10.26	2020.10.28	2020.10.30	3	1000
921	33	6	2020.10.28	2020.10.31	2020.11.01	2	8400
922	60	5	2020.10.31	2020.11.07	2020.11.12	3	3800
923	150	1	2020.11.01	2020.11.02	2020.11.05	1	3600
924	62	2	2020.11.02	2020.11.08	2020.11.12	1	10700
925	76	3	2020.11.04	2020.11.09	2020.11.09	2	1900
926	37	3	2020.11.04	2020.11.06	2020.11.07	2	3900
927	7	2	2020.11.04	2020.11.06	2020.11.08	3	5700
928	81	6	2020.11.05	2020.11.10	2020.11.11	2	17000
929	113	5	2020.11.08	2020.11.10	2020.11.10	3	8000
930	63	4	2020.11.08	2020.11.11	2020.11.11	2	700
931	75	4	2020.11.08	2020.11.09	2020.11.11	3	1600
932	32	4	2020.11.10	2020.11.17	2020.11.17	1	1600
933	47	5	2020.11.10	2020.11.14	2020.11.14	2	3100
934	57	1	2020.11.12	2020.11.14	2020.11.17	1	5300
935	100	6	2020.11.12	2020.11.15	2020.11.20	3	6800
936	172	5	2020.11.13	2020.11.19	2020.11.20	3	3300
937	1	4	2020.11.15	2020.11.17	2020.11.17	2	0
938	148	4	2020.11.16	2020.11.22	2020.11.26	1	1700
939	183	3	2020.11.17	2020.11.19	2020.11.19	2	3100
940	192	1	2020.11.20	2020.11.27	2020.11.27	1	2400
941	99	6	2020.11.22	2020.11.26	2020.11.26	2	18800
942	126	2	2020.11.23	2020.11.29	2020.11.29	1	4400
943	106	1	2020.11.26	2020.12.01	2020.12.04	2	5100
944	54	5	2020.11.27	2020.12.02	2020.12.02	1	2300
945	30	1	2020.11.27	2020.11.28	2020.12.02	2	3700
946	22	6	2020.11.30	2020.12.04	2020.12.05	1	19900
947	152	1	2020.11.30	2020.12.02	2020.12.05	1	2800
948	56	3	2020.12.03	2020.12.10	2020.12.14	2	2800
949	152	2	2020.12.05	2020.12.07	2020.12.12	1	4700
950	47	6	2020.12.06	2020.12.09	2020.12.10	1	5200
951	36	5	2020.12.08	2020.12.09	2020.12.09	1	7500
952	191	6	2020.12.08	2020.12.10	2020.12.13	1	13400
953	127	1	2020.12.09	2020.12.16	2020.12.16	3	6900
954	35	4	2020.12.10	2020.12.12	2020.12.14	1	300
955	169	5	2020.12.12	2020.12.13	2020.12.18	1	3000
956	5	5	2020.12.14	2020.12.18	2020.12.21	2	5800
957	196	4	2020.12.14	2020.12.15	2020.12.15	3	400
958	119	4	2020.12.17	2020.12.20	2020.12.23	3	100
959	104	4	2020.12.17	2020.12.19	2020.12.21	1	200
960	94	3	2020.12.19	2020.12.26	2020.12.30	2	4700
961	13	5	2020.12.21	2020.12.22	2020.12.22	2	6500
962	143	5	2020.12.22	2020.12.27	2021.01.01	2	4500
963	151	2	2020.12.24	2020.12.29	2020.12.29	3	5900
964	23	4	2020.12.24	2020.12.31	2021.01.01	1	900
965	78	5	2020.12.27	2020.12.29	2021.01.01	1	2100
966	152	5	2020.12.30	2021.01.04	2021.01.04	3	2000
967	38	6	2020.12.30	2021.01.03	2021.01.06	2	7200
968	157	4	2021.01.01	2021.01.05	2021.01.10	2	1900
969	88	1	2021.01.01	2021.01.06	2021.01.07	2	5200
970	99	3	2021.01.03	2021.01.08	2021.01.08	2	2100
971	111	1	2021.01.06	2021.01.11	2021.01.11	2	7300
972	158	1	2021.01.08	2021.01.10	2021.01.15	3	3200
973	114	1	2021.01.10	2021.01.13	2021.01.16	1	4700
974	182	4	2021.01.11	2021.01.14	2021.01.15	1	1400
975	33	6	2021.01.11	2021.01.13	2021.01.17	1	18600
976	73	1	2021.01.11	2021.01.14	2021.01.15	3	4700
977	69	6	2021.01.12	2021.01.15	2021.01.18	3	16500
978	2	3	2021.01.14	2021.01.19	2021.01.20	1	3100
979	43	2	2021.01.15	2021.01.18	2021.01.23	3	5700
980	124	2	2021.01.15	2021.01.16	2021.01.16	3	10400
981	79	6	2021.01.17	2021.01.20	2021.01.24	3	13900
982	4	5	2021.01.17	2021.01.18	2021.01.19	1	7400
983	17	6	2021.01.19	2021.01.22	2021.01.22	2	9500
984	6	4	2021.01.20	2021.01.21	2021.01.23	3	1200
985	65	2	2021.01.20	2021.01.27	2021.01.27	2	10300
986	166	6	2021.01.20	2021.01.25	2021.01.28	2	18200
987	185	5	2021.01.23	2021.01.29	2021.01.29	2	6600
988	24	2	2021.01.25	2021.01.29	2021.01.29	2	1900
989	115	6	2021.01.26	2021.01.29	2021.02.01	1	6600
990	190	6	2021.01.28	2021.01.29	2021.01.31	2	16400
991	2	2	2021.01.29	2021.02.01	2021.02.06	1	6400
992	25	6	2021.02.01	2021.02.05	2021.02.05	2	13400
993	122	1	2021.02.02	2021.02.08	2021.02.12	2	4500
994	94	3	2021.02.02	2021.02.06	2021.02.11	3	1900
995	147	2	2021.02.04	2021.02.07	2021.02.11	2	5300
996	186	6	2021.02.04	2021.02.09	2021.02.11	3	14900
997	141	2	2021.02.06	2021.02.08	2021.02.13	3	6000
998	152	5	2021.02.06	2021.02.13	2021.02.18	2	4500
999	12	3	2021.02.08	2021.02.13	2021.02.17	1	3200
1000	11	4	2021.02.09	2021.02.11	2021.02.16	2	1000
1001	196	1	2021.02.12	2021.02.17	2021.02.21	3	2300
1002	7	4	2021.02.15	2021.02.16	2021.02.16	2	200
1003	28	1	2021.02.18	2021.02.20	2021.02.24	1	2800
1004	21	3	2021.02.18	2021.02.19	2021.02.23	3	1700
1005	25	4	2021.02.19	2021.02.24	2021.02.27	2	300
1006	15	2	2021.02.20	2021.02.22	2021.02.23	1	4700
1007	62	1	2021.02.21	2021.02.25	2021.02.26	1	6100
1008	27	3	2021.02.23	2021.02.28	2021.03.02	2	3800
1009	128	3	2021.02.25	2021.02.28	2021.02.28	1	3300
1010	95	4	2021.02.26	2021.03.01	2021.03.01	3	1600
1011	2	1	2021.02.26	2021.02.27	2021.02.27	2	5700
1012	28	6	2021.03.01	2021.03.02	2021.03.05	3	7400
1013	194	3	2021.03.03	2021.03.04	2021.03.04	2	2700
1014	178	6	2021.03.03	2021.03.07	2021.03.10	3	19700
1015	172	3	2021.03.03	2021.03.04	2021.03.09	2	2000
1016	156	4	2021.03.05	2021.03.06	2021.03.10	2	1300
1017	135	5	2021.03.05	2021.03.11	2021.03.12	3	4300
1018	23	1	2021.03.08	2021.03.13	2021.03.18	1	7700
1019	33	6	2021.03.11	2021.03.14	2021.03.19	1	17700
1020	149	2	2021.03.11	2021.03.18	2021.03.22	1	11600
1021	63	5	2021.03.14	2021.03.17	2021.03.22	1	2400
1022	116	6	2021.03.16	2021.03.19	2021.03.22	1	12900
1023	159	5	2021.03.19	2021.03.22	2021.03.25	1	5000
1024	104	5	2021.03.22	2021.03.26	2021.03.28	3	6300
1025	41	4	2021.03.23	2021.03.24	2021.03.28	1	1200
1026	48	4	2021.03.23	2021.03.28	2021.04.02	2	1700
1027	41	3	2021.03.24	2021.03.28	2021.03.28	3	3400
1028	72	4	2021.03.25	2021.03.27	2021.03.29	1	900
1029	39	1	2021.03.28	2021.03.29	2021.03.29	2	4700
1030	169	6	2021.03.30	2021.04.01	2021.04.05	1	13600
1031	18	1	2021.04.01	2021.04.04	2021.04.09	1	2100
1032	60	3	2021.04.02	2021.04.04	2021.04.05	1	5100
1033	119	2	2021.04.04	2021.04.06	2021.04.06	3	6700
1034	61	3	2021.04.04	2021.04.05	2021.04.08	2	1600
1035	89	3	2021.04.04	2021.04.11	2021.04.14	3	1900
1036	28	4	2021.04.07	2021.04.10	2021.04.15	1	300
1037	137	6	2021.04.09	2021.04.14	2021.04.17	1	9400
1038	134	3	2021.04.09	2021.04.14	2021.04.16	3	5100
1039	24	3	2021.04.10	2021.04.16	2021.04.18	1	3800
1040	148	1	2021.04.10	2021.04.15	2021.04.19	1	7000
1041	19	3	2021.04.11	2021.04.16	2021.04.17	3	2900
1042	158	2	2021.04.13	2021.04.18	2021.04.22	1	9000
1043	162	3	2021.04.13	2021.04.20	2021.04.20	1	4100
1044	13	2	2021.04.13	2021.04.16	2021.04.21	3	5100
1045	160	6	2021.04.15	2021.04.21	2021.04.26	2	8200
1046	96	1	2021.04.15	2021.04.16	2021.04.18	2	3000
1047	171	3	2021.04.15	2021.04.21	2021.04.23	2	5000
1048	122	3	2021.04.17	2021.04.23	2021.04.27	2	3000
1049	3	1	2021.04.18	2021.04.20	2021.04.22	1	3800
1050	125	5	2021.04.21	2021.04.23	2021.04.28	2	7400
1051	153	1	2021.04.24	2021.04.27	2021.05.02	2	5300
1052	96	4	2021.04.27	2021.04.29	2021.04.30	2	1200
1053	153	4	2021.04.28	2021.05.03	2021.05.03	3	300
1054	184	2	2021.04.28	2021.04.29	2021.05.02	2	9500
1055	123	6	2021.04.30	2021.05.05	2021.05.07	1	17400
1056	92	4	2021.04.30	2021.05.01	2021.05.06	2	0
1057	94	3	2021.05.01	2021.05.04	2021.05.06	1	1400
1058	41	3	2021.05.02	2021.05.06	2021.05.09	2	2700
1059	81	4	2021.05.04	2021.05.09	2021.05.09	3	300
1060	125	4	2021.05.05	2021.05.10	2021.05.10	1	300
1061	145	4	2021.05.05	2021.05.06	2021.05.10	2	1100
1062	174	3	2021.05.07	2021.05.08	2021.05.09	3	5100
1063	94	5	2021.05.08	2021.05.10	2021.05.10	1	4700
1064	50	3	2021.05.08	2021.05.09	2021.05.10	2	4900
1065	140	4	2021.05.11	2021.05.14	2021.05.15	2	700
1066	12	6	2021.05.14	2021.05.15	2021.05.17	2	10400
1067	11	5	2021.05.15	2021.05.16	2021.05.18	3	3800
1068	172	3	2021.05.15	2021.05.18	2021.05.18	1	2500
1069	119	2	2021.05.17	2021.05.22	2021.05.25	3	7200
1070	119	6	2021.05.17	2021.05.20	2021.05.20	3	5500
1071	193	1	2021.05.20	2021.05.21	2021.05.22	1	2900
1072	190	3	2021.05.21	2021.05.27	2021.05.29	2	2100
1073	153	4	2021.05.23	2021.05.27	2021.05.31	3	800
1074	36	2	2021.05.26	2021.05.30	2021.05.31	2	6300
1075	51	4	2021.05.27	2021.05.30	2021.05.30	3	1100
1076	1	5	2021.05.27	2021.06.01	2021.06.01	2	4500
1077	80	6	2021.05.27	2021.05.30	2021.05.31	3	16200
1078	25	1	2021.05.27	2021.05.30	2021.06.02	3	6500
1079	129	6	2021.05.29	2021.06.05	2021.06.07	2	5800
1080	79	4	2021.05.30	2021.06.02	2021.06.07	1	1400
1081	181	4	2021.06.01	2021.06.02	2021.06.02	2	1000
1082	86	2	2021.06.02	2021.06.06	2021.06.07	1	11600
1083	45	6	2021.06.05	2021.06.11	2021.06.13	1	9600
1084	100	1	2021.06.08	2021.06.10	2021.06.11	2	3500
1085	169	6	2021.06.10	2021.06.16	2021.06.18	1	7000
1086	35	5	2021.06.12	2021.06.16	2021.06.17	2	3700
1087	154	3	2021.06.14	2021.06.16	2021.06.19	2	1000
1088	28	4	2021.06.17	2021.06.19	2021.06.21	3	1600
1089	140	3	2021.06.18	2021.06.19	2021.06.22	3	1500
1090	120	3	2021.06.19	2021.06.21	2021.06.26	2	1900
1091	72	3	2021.06.20	2021.06.22	2021.06.22	1	4200
1092	103	3	2021.06.23	2021.06.28	2021.06.29	1	1700
1093	137	4	2021.06.23	2021.06.25	2021.06.30	3	700
1094	166	4	2021.06.26	2021.07.02	2021.07.04	3	500
1095	51	4	2021.06.29	2021.07.04	2021.07.04	2	700
1096	59	5	2021.06.29				
1097	21	3	2021.06.30	2021.07.01		3	2800
1098	187	3	2021.07.02	2021.07.03		2	2800
1099	76	1	2021.07.03				
1100	81	4	2021.07.04				
